Task,Label
coordinate the shower gel before the movie on Monday at 4:10,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
prioritize the new pen made by Dana until Saturday at 11:40,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
reserve the lawn report in 1 days at 4:45 a.m.,"B-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time,I-Time"
organize the album before 5 a.m. today and then review,"B-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date,O,O,O"
i have to schedule the presentation for the product launch at 12 pm today,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
share the presentation before 1 AM today and then confirm,"B-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date,O,O,O"
watch Tahel's interviewceremony gift before jul 23rd,"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
attend the new camera about onboarding next Friday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
Need to arrange the shower gel before the movie on september 1st at 6:15,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
analyze a new tooth brush by today at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
study Mom on her tournament which is on the 13th at eleven AM.,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
today i have to share the document for the march lunch,"B-Date,O,O,O,B-Task,O,B-Task,I-Task,O,B-Task,I-Task"
make sure to wrap up the haircut certification by today at midnight,"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
i need to buy an update mail to the team at 9:10 p.m. today,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date"
design the new keyboard about onboarding next Friday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
email the camera and camera by jan 9th at 9:25 AM,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
prioritize Noam on her reunion which is on the 11th at 6 pm.,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
today i have to test the mockup for the december lunch,"B-Date,O,O,O,B-Task,O,B-Task,I-Task,O,B-Task,I-Task"
finish the watch and watch by sep 18th at 9:40 AM,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
learn Shani on her webinar which is on the 28th at ten a.m..,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
set up the monthly expense summary by the deadline on june 16th at 9:15,"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
submit the new table about onboarding next Tuesday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
manage the shower gel by the 22nd at 3:50 p.m.,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
mow keyboard for the carnival scheduled at noon on oct 8th,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
clean the mockup today,"B-Task,O,B-Task,B-Date"
send a rideshare for the exhibition which is on Friday by tomorrow at 10:50,"B-Task,I-Task,I-Task,I-Task,O,B-Task,O,O,O,O,O,B-Date,O,B-Time"
watch tablet for the movie scheduled at noon on august 6th,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
coordinate the project report by 9am on Tuesday,"B-Task,O,B-Task,I-Task,O,B-Time,O,B-Date"
finish Boss to email the table by midnight on the 2nd,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,B-Date,I-Date,I-Date"
organize the garden report in twelve days at 7:10 AM,"B-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time,I-Time"
i need to mow a document for the trade show by Monday.,"O,O,O,B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,B-Date"
clean Shani for his shopping which is tomorrow next week,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date"
prioritize a new inventory levels by today at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
manage the monthly performance review by the deadline on june 8th at 10:25.,"B-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
i need to complete a apple by Sunday.,"O,O,O,B-Task,I-Task,I-Task,O,B-Date"
watch the garden today,"B-Task,O,B-Task,B-Date"
remind me to reserve the client presentation report before Tuesday at 6:10 a.m.,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
reserve the paper report in 10 days at 6:10 pm,"B-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time,I-Time"
finalize tickets for the concert on february 27th at 11:20 p.m..,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
clean a taxi for the team meeting on Friday by tomorrow at 9:20,"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time"
check out Gal's medical prescriptions on july 31st at 11:00 PM.,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
design tickets for the wedding on june 2nd at 5:15 pm.,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
confirm Noam to submit the code by midnight on the 9th,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,B-Date,I-Date,I-Date"
check mail confirmation today at 8:20,"B-Task,I-Task,I-Task,B-Date,O,B-Time"
prepare for the panel discussion on Saturday,"B-Task,I-Task,O,B-Task,I-Task,O,B-Date"
make sure to pick up the party certification by today at midnight,"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
read mail confirmation today at 3:15,"B-Task,I-Task,I-Task,B-Date,O,B-Time"
complete lyrics for the vacation on february 31st at 21:30,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time"
Remember to finalize with Grandpa about the physics project scheduled for Wednesday noon,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,B-Time"
plan phone case for the New Brian branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
look into the monthly expense summary by the deadline on nov 8th at 4:40,"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
finish preliminary idea report by 11:10 a.m. on Friday,"B-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,O,B-Date"
buy car key for the Port Megan branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
i need to return an update mail to the team at 12:10 AM today,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date"
pick up Lia's medical prescriptions on april 19th at 12:00 PM.,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
i need to call the team meeting in Lisaberg after 8:15 this Friday,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Time,O,B-Date"
complete the monthly performance review by the deadline on jul 28th at 4:50.,"B-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
remind me to book the board meeting report before Thursday at 8:20 AM,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
prepare Grandpa's commemoration gift before july 21st,"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
confirm the new headphones made by John until Thursday at 4:00,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
review Tahel for his parade which is today next week,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date"
prepare the monthly performance review by the deadline on january 3rd at 3:00.,"B-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
email the new banana made by Dad until Thursday at 12:15,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
finalize Shani for his interviewceremony which is tomorrow next week,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date"
arrange headphones for the parade scheduled at noon on sep 13th,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
book Noam in 12 days around 18,"B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time"
i have to learn the presentation for the tech conference at 7 PM tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
return Mom about the team meeting by next week,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
manage Mom's reunion gift before jun 19th,"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
i have to add the presentation for the tech conference at five am tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
clean the paper tray phone to Ron by next Monday at 5a.m.,"B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
make sure to set up the webinar certification by tomorrow at midnight,"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
practice the report and check it by Friday at 9 pm,"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
return the monthly performance review by the deadline on august 24th at 11:40.,"B-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
make sure to wrap up the vacation certification by tomorrow at midnight,"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
i need to manage a clock by Friday.,"O,O,O,B-Task,I-Task,I-Task,O,B-Date"
organize the tooth brush before the exhibition on Wednesday at 11:20,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
add Noa in 9 days around 6,"B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time"
watch a table at Dad's for Wednesday at 1:40 pm,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
arrange the paper tray by the 12th at 7:50 AM,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
clean the lawn report in 6 days at 5:00 PM,"B-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time,I-Time"
send intern for the rally scheduled at noon on march 7th,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
submit a table at Gal's for Saturday at 11:25 a.m.,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
prepare the new pen made by Dror until Sunday at 11:40,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
Need to share the paper tray before the movie on jan 9th at 5:15,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
i have to clean the presentation for the math quiz at 7 p.m. tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
I'm having a reunion with John at the cafe tomorrow at noon,"O,O,O,B-Task,I-Task,I-Task,O,O,O,B-Date,O,B-Time"
Need to update the hand mirror before the tournament on september 1st at 5:15,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
don't forget to prepare the reunion tickets by today at 11:50,"O,O,O,B-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
analyze Grandma's wedding gift before april 20th,"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
Need to return the paper tray before the flight on february 7th at 11:15,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
reserve preliminary idea report by 1:20 PM on Thursday,"B-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,O,B-Date"
wrap up the printer for the physics project that is in nine weeks at 3:15 p.m.,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
Remember to share with Grandpa about the client presentation scheduled for Tuesday noon,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,B-Time"
book Gal's haircut gift before jun 10th,"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
make sure to wrap up the tournament certification by tomorrow at midnight,"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
check tickets for the conference on oct 25th at 10:50 AM.,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
complete the ice cream note to Dad by next Thursday at 2am,"B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
make sure to go over the gathering certification by tomorrow at midnight,"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
design parade tickets tomorrow at 9:25 a.m..,"B-Task,I-Task,I-Task,B-Date,O,B-Time,I-Time"
check the monthly performance review by the deadline on apr 1st at 6:15.,"B-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
Need to practice the phone case before the graduation on april 6th at 4:15,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
analyze a watch follow-up by the 21st in 13,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
return a taxi for the press conference on Monday by tomorrow at 9:40,"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time"
return the sales report intern to Dror by next Saturday at 4p.m.,"B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
learn photo album for the East Corey branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
make sure to go through the graduation certification by today at midnight,"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
buy tickets for the exhibition on august 4th at 3:20 PM.,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
i need to read a pen for the team meeting by Wednesday.,"O,O,O,B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,B-Date"
go over the mockup for the team meeting that is in 3 weeks at 10:40 p.m.,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
i have to add the presentation for the math quiz at 5 am tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
tomorrow i have to analyze the watermelon for the jan lunch,"B-Date,O,O,O,B-Task,O,B-Task,I-Task,O,B-Task,I-Task"
Need to send the ice cream before the commemoration on feb 12th at 3:15,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
check Noa to email the report by midnight on the 25th,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,B-Date,I-Date,I-Date"
pick up the radio for the client presentation that is in nine weeks at 8:50 PM,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
check the tooth brush before the movie on Friday at 3:45,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
update the monthly performance review by the deadline on june 25th at 10:30.,"B-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
add Grandpa for his tournament which is tomorrow next week,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date"
i need to buy chapter eleven of the biology textbook by Sunday.,"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date"
test a paper follow-up by the 21st in 7,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
i need to call an update mail to the team at 2:25 PM tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date"
share the report and add it by Friday at four PM,"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
i have to arrange the presentation for the networking event at 7 p.m. tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
on jan 12th at 21 confirm the project panel discussion,"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task"
follow up the computer for the client presentation that is in seven weeks at 2:10 a.m.,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
prepare mail confirmation today at 12:45,"B-Task,I-Task,I-Task,B-Date,O,B-Time"
i need to prepare a printer by Friday.,"O,O,O,B-Task,I-Task,I-Task,O,B-Date"
analyze Daniel for his interviewceremony which is tomorrow next week,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date"
finish reading chapter 33 of client presentation book until the 29th of sep,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date"
return sales report for the Lake Davidton branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
on aug 14th at 14 read the project team meeting,"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task"
today i have to call the presentation for the december lunch,"B-Date,O,O,O,B-Task,O,B-Task,I-Task,O,B-Task,I-Task"
prepare the laptop today,"B-Task,O,B-Task,B-Date"
prioritize a chef to inspect the code by tomorrow at 1 a.m.,"B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
prepare the dishes today,"B-Task,O,B-Task,B-Date"
organize Grandma's movie gift before aug 30th,"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
finish ice cream for the New Adrian branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
deal with the keyboard that Tahel needs for the vacation happening tomorrow at 10:15p.m.,"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time"
prioritize the slide today,"B-Task,O,B-Task,B-Date"
coordinate Ron on her party which is on the 6th at 11 AM.,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
i need to book an update mail to the team at 9:40 pm tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date"
buy preliminary idea report by 3:15 AM on Wednesday,"B-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,O,B-Date"
Remember to arrange with Boss about the panel discussion scheduled for Tuesday noon,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,B-Time"
Need to book the tooth brush before the rally on august 27th at 10:15,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
i need to attend an update mail to the team at 10:45 a.m. today,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date"
i need to send a camera by Sunday.,"O,O,O,B-Task,I-Task,I-Task,O,B-Date"
prepare Lia's tribute gift before august 8th,"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
call Daniel to review the laptop by midnight on the 6th,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,B-Date,I-Date,I-Date"
read the slide before three AM today and then submit,"B-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date,O,O,O"
remind me to prepare the client presentation report before Monday at 12:20 p.m.,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
i need to manage chapter five of the biology textbook by Wednesday.,"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date"
test a architect appointment on june 30th around noon,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
set up the lawn that Grandpa needs for the gathering happening tomorrow at 1:30am,"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time"
i need to return chapter four of the biology textbook by Wednesday.,"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date"
on april 17th at 1 book the project team meeting,"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task"
study the hand mirror worker to Noam by next Tuesday at 5PM,"B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
read Boss for his flight which is today next week,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date"
arrange lyrics for the shopping on feb 8th at 21:30,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time"
confirm Grandpa for his commemoration which is tomorrow next week,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date"
mow a taxi for the press conference on Friday by today at 1:10,"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time"
analyze sales report for the South Victoriafurt branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
I'm having a festival with Gal at the cafe tomorrow at noon,"O,O,O,B-Task,I-Task,I-Task,O,O,O,B-Date,O,B-Time"
schedule the apple today,"B-Task,O,B-Task,B-Date"
i need to reserve a pen for the physics project by Sunday.,"O,O,O,B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,B-Date"
wrap up Grandpa's medical prescriptions on mar 10th at 3:45 p.m..,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
watch for the team meeting on Thursday,"B-Task,I-Task,O,B-Task,I-Task,O,B-Date"
complete computer for the wedding scheduled at noon on april 31st,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
plan a rideshare for the webinar which is on Tuesday by today at 1:50,"B-Task,I-Task,I-Task,I-Task,O,B-Task,O,O,O,O,O,B-Date,O,B-Time"
call the gym bag before the reunion on Monday at 4:20,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
i have a physics project scheduled for Thursday next week at 10:30,"O,O,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time"
make sure to wrap up the rally certification by tomorrow at midnight,"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
review wedding tickets tomorrow at 9:00 AM.,"B-Task,I-Task,I-Task,B-Date,O,B-Time,I-Time"
organize the shower gel trousers to Grandpa by next Saturday at 4am,"B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
prepare a taxi for the board meeting on Tuesday by tomorrow at 5:20,"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time"
plan tooth brush for the West Frankberg branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
